item,itemLabel,position,positionLabel,start,psid
Q112691270,Konstantin Dzhussoev,Q2332585,Prime Minister of South Ossetia,2022-06-20,Q112691270-A6F76429-0763-43FC-B5F5-D69BE66E880C
Q114351204,Akhsar Dzhioev,Q19901425,Minister of Foreign Affairs,2022-08-15,Q114351204-8ed43761-4cef-915f-b4dd-6e48ac1c219c
Q114351301,Dzambolat Tadtayev,Q114351268,Minister of Economic Development,2022-06-21,Q114351301-693E695E-65D1-4C2F-95BF-0E01C2197CC4
Q114351306,Oleg Gagloev,Q114351269,Minister of Justice,2022-06-09,Q114351306-8229C72A-5B9E-4A5A-A0EE-564BBE384EA2
Q114351315,Valery Gazzaev,Q114351271,Minister of Internal Affairs,2022-06-09,Q114351315-2ED4BC50-4D68-415C-A82B-4E1720D36E9B
Q114351328,Ariana Dzhioeva,Q114351272,Minister of Education and Science,2022-09-07,Q114351328-69040A61-951D-4389-A230-8EBD5B68E119
Q114351337,Eduard Dzagoev,Q114351273,Minister of Construction,2022-06-23,Q114351337-FB91BFDD-FBD3-41D2-907F-30C75EF98DD5
Q114351341,Radmila Dzagoeva,Q114351276,Minister of Culture,2022-06-21,Q114351341-2ED70B6F-6EA5-4315-A1B0-15B05D09F687
Q114351351,Alan Margiev,Q114351277,Minister of Agriculture,2022-06-28,Q114351351-C3D3FD46-09C9-4127-98A3-D7FD4ED1B1CE
Q114351361,Marat Pavlov,Q113502553,Minister of Defence,2022-08-23,Q114351361-673B11B0-F44B-412C-8ED8-C27FFCF5A8D8
Q114351367,Fatima Tibilova,Q114351278,Minister of Finance,2021-09,Q114351367-48DA179A-41FB-4999-9068-55A641CE6148
Q114351376,Azamat Chochiev,Q114351280,"Minister of Civil Defence, Emergencies and Disaster Management",2019-08-22,Q114351376-6CF3BBF4-8F84-4337-8D66-37552E320FD6
Q114351389,Alla Chochieva,Q114351282,Minister of Health,2022-08,Q114351389-AE959599-7982-4D27-9136-1342554951F5
Q29319183,Alan Gagloyev,Q2327278,President of South Ossetia,2022-05-24,Q29319183-2E83F64B-BD07-41CD-86A9-CB13AE56E7E4
